,beds,baths,size,zip_code,price,price_per_sqft
481,4,2.5,2560.0,98116,1712000.0,66875000.0
482,4,2.0,2178.0,98133,880000.0,40404040.4040404
483,2,1.0,1180.0,98122,870260.0,73750847.45762712
484,4,3.5,3220.0,98199,2195000.0,68167701.86335404
485,3,3.0,2070.0,98136,730000.0,35265700.48309179
486,3,2.5,2131.0,98119,1520000.0,71328015.01642421
487,2,3.0,970.0,98102,769900.0,79371134.02061856
488,6,3.5,2430.0,98108,870000.0,35802469.13580247
489,3,2.5,1395.0,98116,725000.0,51971326.16487455
490,3,2.5,1810.0,98125,922000.0,50939226.51933701
491,2,1.0,904.0,98122,520000.0,57522123.89380531
492,1,1.0,717.0,98109,425000.0,59274755.927475594
493,5,3.0,2170.0,98178,775000.0,35714285.71428572
494,4,3.0,3120.0,98144,1670000.0,53525641.025641024
495,3,2.0,1870.0,98136,849000.0,45401069.51871658
496,4,3.5,2285.0,98116,1500000.0,65645514.22319475
497,3,2.5,2783.0,98199,1640000.0,58929213.07941071
498,4,2.0,2540.0,98107,1280000.0,50393700.78740157
499,2,2.0,1734.0,98109,725000.0,41810841.983852364
500,2,1.0,1010.0,98125,870000.0,86138613.86138614
501,3,2.5,1420.0,98103,890000.0,62676056.33802817
502,3,1.0,1410.0,98118,475000.0,33687943.26241135
503,3,2.0,2320.0,98115,880000.0,37931034.48275862
504,1,1.0,553.0,98103,335000.0,60578661.84448463
505,3,2.0,1719.0,98103,1160000.0,67481093.65910412
506,4,2.0,2037.0,98119,1247500.0,61242022.582228765
507,1,1.0,954.0,98101,555000.0,58176100.628930815
508,2,1.5,1370.0,98115,700000.0,51094890.510948904
509,2,1.0,1480.0,98117,905000.0,61148648.64864865
510,5,4.5,3636.0,98115,2840000.0,78107810.78107812
511,3,1.5,1780.0,98126,650000.0,36516853.93258427
512,3,2.0,1094.0,98108,649995.0,59414533.82084095
513,1,1.0,830.0,98103,695000.0,83734939.75903614
514,2,2.0,834.0,98126,351000.0,42086330.9352518
515,2,1.5,1035.0,98112,656500.0,63429951.69082125
516,4,3.0,2790.0,98133,965000.0,34587813.62007169
517,2,2.0,859.0,98126,499950.0,58201396.97322468
518,4,3.5,5690.0,98112,3630000.0,63796133.56766257
519,2,1.0,772.0,98103,409000.0,52979274.611398965
520,3,1.0,1430.0,98168,499800.0,34951048.95104895
521,3,2.5,1460.0,98106,575000.0,39383561.64383562
522,3,2.5,1386.0,98107,999950.0,72146464.64646465
523,5,3.0,2310.0,98106,780000.0,33766233.766233765
524,2,1.5,1340.0,98115,675000.0,50373134.32835821
525,2,4.0,1291.0,98116,800500.0,62006196.746707976
526,3,2.5,2320.0,98116,949000.0,40905172.4137931
527,3,2.5,2150.0,98116,1360000.0,63255813.95348837
528,2,2.0,1885.0,98115,550000.0,29177718.83289125
529,3,2.0,1425.0,98117,750000.0,52631578.94736842
530,3,2.5,1810.0,98107,1000000.0,55248618.78453039
531,2,1.0,1280.0,98118,859000.0,67109375.0
532,3,3.0,1480.0,98117,729000.0,49256756.75675676
533,3,3.0,2110.0,98177,1270000.0,60189573.45971564
534,2,1.0,1027.0,98115,300000.0,29211295.034079846
535,1,1.0,808.0,98101,730000.0,90346534.65346535
536,3,2.5,1569.0,98107,950000.0,60548119.82154238
537,3,3.0,2247.0,98109,1725000.0,76769025.36715621
538,3,1.0,1220.0,98107,750000.0,61475409.836065575
539,2,1.0,1060.0,98103,900000.0,84905660.3773585
540,4,2.0,1920.0,98118,1210000.0,63020833.333333336
541,1,1.0,804.0,98116,425000.0,52860696.51741294
542,2,1.0,813.0,98116,452500.0,55658056.5805658
543,4,1.5,1740.0,98146,649950.0,37353448.27586207
544,3,1.5,2230.0,98117,1075000.0,48206278.02690583
545,4,2.5,2760.0,98178,640000.0,23188405.79710145
546,3,3.0,1660.0,98118,795000.0,47891566.26506024
547,3,2.5,1360.0,98112,805000.0,59191176.47058824
548,4,4.5,5200.0,98118,2600000.0,50000000.0
549,3,2.5,1573.0,98107,1030000.0,65479974.57088366
550,1,1.0,700.0,98101,645000.0,92142857.14285715
551,4,3.0,1700.0,98146,649000.0,38176470.5882353
552,4,3.5,2560.0,98144,1325000.0,51757812.5
553,3,2.0,1330.0,98122,680000.0,51127819.54887218
554,4,2.0,2180.0,98115,838000.0,38440366.97247706
555,3,2.0,1350.0,98103,785000.0,58148148.14814815
556,2,1.5,1720.0,98144,725000.0,42151162.79069767
557,4,3.5,3060.0,98136,3931000.0,128464052.2875817
558,2,2.0,954.0,98133,380000.0,39832285.115303986
559,2,2.5,1460.0,98106,599950.0,41092465.75342466
560,4,3.0,1540.0,98105,1108000.0,71948051.94805194
561,1,1.0,709.0,98109,470000.0,66290550.07052186
562,3,1.5,2560.0,98118,720000.0,28125000.0
563,1,1.0,534.0,98119,324000.0,60674157.30337079
564,2,2.5,1440.0,98144,875000.0,60763888.88888889
565,1,1.0,627.0,98121,462750.0,73803827.75119618
566,3,2.5,1324.0,98126,649950.0,49089879.15407855
567,2,2.0,1290.0,98125,635000.0,49224806.20155039
568,1,1.0,748.0,98122,499000.0,66711229.94652406
569,2,2.5,1830.0,98116,1730000.0,94535519.12568305
570,3,2.0,1660.0,98115,795000.0,47891566.26506024
571,3,1.0,1964.0,98168,625000.0,31822810.590631366
572,3,2.0,1460.0,98116,759000.0,51986301.36986301
573,1,1.0,683.0,98119,450500.0,65959004.39238653
574,4,2.0,2060.0,98115,812500.0,39441747.57281554
575,4,2.0,1160.0,98103,710000.0,61206896.551724136
576,3,2.0,1540.0,98144,680000.0,44155844.15584416
577,1,1.0,529.0,98118,265000.0,50094517.958412096
578,2,1.0,1860.0,98105,898000.0,48279569.89247312
579,1,1.0,648.0,98115,515000.0,79475308.64197531
580,5,4.0,4490.0,98122,1150000.0,25612472.160356347
581,6,4.0,2310.0,98108,849000.0,36753246.753246754
582,3,3.5,3130.0,98105,2350000.0,75079872.20447284
583,2,1.0,2110.0,98146,376000.0,17819905.213270143
584,3,1.5,1590.0,98108,700000.0,44025157.2327044
585,3,2.5,1280.0,98105,900000.0,70312500.0
586,2,1.0,840.0,98118,495000.0,58928571.428571425
587,3,2.0,2020.0,98125,950000.0,47029702.97029703
588,4,3.0,3610.0,98105,2330000.0,64542936.28808864
589,4,3.5,2336.0,98115,1080000.0,46232876.71232877
590,2,1.0,1040.0,98133,350000.0,33653846.15384615
591,1,1.0,620.0,98119,399000.0,64354838.70967742
592,1,1.0,728.0,98119,360000.0,49450549.45054945
593,3,2.5,1970.0,98103,715000.0,36294416.243654825
594,4,3.0,2190.0,98115,1490000.0,68036529.6803653
595,4,3.0,2120.0,98126,920000.0,43396226.41509434
596,2,2.0,1415.0,98125,449000.0,31731448.763250884
597,4,3.5,1835.0,98103,1299950.0,70841961.85286103
598,2,4.5,1670.0,98107,1115000.0,66766467.065868266
599,3,3.5,2570.0,98105,2000000.0,77821011.67315175
600,3,2.0,2060.0,98118,700000.0,33980582.524271846
601,3,2.5,1740.0,98102,1678000.0,96436781.6091954
602,5,3.0,2510.0,98103,910000.0,36254980.07968128
603,2,2.5,1000.0,98144,660000.0,66000000.0
604,3,2.0,1516.0,98116,1150000.0,75857519.78891821
605,3,1.0,940.0,98136,500000.0,53191489.36170213
606,4,2.0,2440.0,98144,1116000.0,45737704.91803279
607,5,4.0,2470.0,98118,1005000.0,40688259.109311745
608,2,2.0,1288.0,98133,755000.0,58618012.42236025
609,4,3.5,3240.0,98112,1995000.0,61574074.074074075
610,2,2.0,693.0,98119,490000.0,70707070.70707071
611,3,2.5,1550.0,98107,825000.0,53225806.451612905
612,4,2.0,2080.0,98106,750000.0,36057692.307692304
613,4,3.0,1400.0,98107,1000000.0,71428571.42857143
614,2,2.5,1159.0,98122,885000.0,76358930.11216566
615,2,1.5,901.0,98107,599000.0,66481687.014428414
616,4,3.0,2900.0,98136,1175000.0,40517241.37931035
617,4,2.5,2052.0,98178,865000.0,42153996.10136452
618,1,1.0,773.0,98121,685000.0,88615782.66494179
619,2,2.0,1040.0,98118,345000.0,33173076.923076924
620,2,2.0,2353.0,98116,1160000.0,49298767.53081173
621,2,2.0,1212.0,98136,600000.0,49504950.49504951
622,5,2.0,2640.0,98122,1000000.0,37878787.878787875
623,2,1.0,1090.0,98118,580000.0,53211009.17431193
624,5,2.5,3960.0,98199,1850000.0,46717171.71717171
625,4,1.5,3030.0,98112,1500000.0,49504950.49504951
626,4,2.5,3080.0,98168,650000.0,21103896.103896104
627,1,1.0,700.0,98119,405000.0,57857142.85714286
628,2,1.5,1276.0,98103,885000.0,69357366.77115987
629,3,1.0,910.0,98168,480000.0,52747252.74725275
630,5,3.5,4180.0,98109,3000000.0,71770334.92822966
631,1,1.0,852.0,98107,430000.0,50469483.56807512
632,5,1.5,2830.0,98118,766000.0,27067137.80918728
633,2,1.0,970.0,98116,600000.0,61855670.10309278
634,3,2.0,1576.0,98122,974999.0,61865418.78172589
635,1,1.0,667.0,98115,327500.0,49100449.77511244
636,3,2.0,1080.0,98116,875000.0,81018518.51851852
637,2,5.5,2659.0,98102,6250000.0,235050770.96652877
638,5,5.0,3623.0,98115,1975000.0,54512834.66740271
639,4,3.5,2520.0,98199,1765000.0,70039682.53968254
640,4,3.5,2720.0,98102,1750000.0,64338235.294117644
641,2,2.0,968.0,98103,715000.0,73863636.36363636
642,2,2.0,839.0,98133,385000.0,45887961.85935637
643,2,3.5,2080.0,98103,1495000.0,71875000.0
644,2,2.0,693.0,98119,480000.0,69264069.26406926
645,2,2.5,1365.0,98118,525000.0,38461538.461538464
646,2,1.0,1580.0,98178,500000.0,31645569.620253164
647,2,1.0,860.0,98116,750000.0,87209302.3255814
648,2,2.0,1038.0,98116,600000.0,57803468.20809249
649,4,3.0,2860.0,98103,1600000.0,55944055.944055945
650,1,1.0,557.0,98102,370000.0,66427289.04847397
651,2,2.0,1644.0,98101,2250000.0,136861313.86861312
652,5,2.0,2340.0,98106,613000.0,26196581.196581196
653,3,2.5,1810.0,98107,1000000.0,55248618.78453039
654,2,1.0,2530.0,98122,700000.0,27667984.18972332
655,3,3.5,1820.0,98122,1125000.0,61813186.81318682
656,2,1.0,648.0,98107,430000.0,66358024.69135802
657,2,2.5,1448.0,98103,1325000.0,91505524.86187845
658,2,1.0,1660.0,98125,535000.0,32228915.662650604
659,5,3.0,2970.0,98117,1225000.0,41245791.24579125
660,5,4.0,3030.0,98108,1250000.0,41254125.412541255
661,3,2.0,1400.0,98106,530000.0,37857142.85714286
662,2,1.5,900.0,98133,549755.0,61083888.88888889
663,3,2.0,2740.0,98144,1278500.0,46660583.941605836
664,2,1.0,720.0,98117,545000.0,75694444.44444445
665,4,2.5,1880.0,98117,1050000.0,55851063.82978723
666,3,2.5,1681.0,98126,650000.0,38667459.845330164
667,4,2.0,3325.0,98199,1650000.0,49624060.15037594
668,5,3.5,4397.0,98105,3400000.0,77325449.16988856
669,3,1.5,1540.0,98126,689000.0,44740259.74025974
670,3,1.0,1530.0,98146,435000.0,28431372.54901961
671,2,2.0,1015.0,98115,468000.0,46108374.384236455
672,4,3.0,2340.0,98108,780000.0,33333333.333333332
673,1,1.0,836.0,98121,605000.0,72368421.05263157
674,1,1.0,492.0,98146,205000.0,41666666.666666664
675,3,3.0,1880.0,98107,999950.0,53188829.787234046
676,2,2.0,1570.0,98103,849000.0,54076433.12101911
677,4,2.5,1806.0,98118,745000.0,41251384.27464009
678,2,2.0,1595.0,98119,945000.0,59247648.90282132
679,2,2.0,1526.0,98199,893000.0,58519003.93184797
680,3,2.5,1346.0,98107,899000.0,66790490.34175334
681,3,2.0,1600.0,98117,877500.0,54843750.0
682,2,2.0,1170.0,98112,655000.0,55982905.982905984
683,3,2.5,1660.0,98144,690000.0,41566265.06024096
684,1,1.0,707.0,98133,325000.0,45968882.60254597
685,3,2.0,1390.0,98116,899950.0,64744604.31654676
686,3,2.0,2900.0,98199,1305000.0,45000000.0
687,1,1.0,704.0,98144,519950.0,73856534.0909091
688,3,4.0,2400.0,98122,1460000.0,60833333.333333336
689,3,1.0,1120.0,98112,985000.0,87946428.57142857
690,4,2.0,1710.0,98117,1170000.0,68421052.63157895
691,3,2.0,1880.0,98122,955000.0,50797872.34042553
692,3,3.0,1454.0,98122,890955.0,61276134.80055021
693,14,5.0,3884.0,98106,1300000.0,33470648.815653965
694,3,1.5,2300.0,98107,1125000.0,48913043.47826087
695,4,3.0,2520.0,98105,1025000.0,40674603.17460317
696,4,3.0,3335.0,98115,1325000.0,39730134.93253373
697,3,2.5,2118.0,98118,837000.0,39518413.59773371
698,2,1.0,910.0,98117,825000.0,90659340.65934066
699,4,1.0,2080.0,98117,800000.0,38461538.461538464
700,2,1.0,2520.0,98122,810000.0,32142857.14285714
701,3,2.0,1560.0,98116,965000.0,61858974.35897436
702,2,1.0,1130.0,98199,1180000.0,104424778.76106195
703,1,1.0,543.0,98121,425000.0,78268876.61141805
704,1,1.0,620.0,98178,524950.0,84669354.83870968
705,3,3.0,1720.0,98177,865000.0,50290697.674418606
706,2,2.0,1015.0,98115,500000.0,49261083.74384236
707,1,1.0,530.0,98118,390800.0,73735849.05660377
708,4,2.0,1350.0,98106,700000.0,51851851.85185185
709,3,2.5,1510.0,98133,717500.0,47516556.29139073
710,1,1.5,1021.0,98101,1099900.0,107727717.92360431
711,3,1.0,1730.0,98103,900000.0,52023121.387283236
712,2,2.0,3120.0,98118,1050000.0,33653846.15384615
713,4,2.5,2172.0,98105,975000.0,44889502.762430936
714,3,3.5,1410.0,98117,740000.0,52482269.5035461
715,1,1.0,578.0,98121,379000.0,65570934.25605536
716,2,2.0,1350.0,98117,960000.0,71111111.1111111
717,2,2.0,900.0,98102,1650000.0,183333333.33333334
718,2,2.5,1865.0,98109,890000.0,47721179.62466488
719,2,2.0,1174.0,98109,779000.0,66354344.12265758
720,3,1.5,1250.0,98178,552000.0,44160000.0
721,5,3.0,3590.0,98117,1700000.0,47353760.44568245
722,3,2.0,1548.0,98117,850000.0,54909560.723514214
723,4,3.0,3030.0,98115,1119000.0,36930693.06930693
724,1,1.0,622.0,98103,387000.0,62218649.517684884
725,4,2.0,2245.0,98178,775000.0,34521158.129175946
726,4,3.5,2627.0,98118,1650000.0,62809288.16140084
727,4,2.5,3680.0,98118,1880000.0,51086956.52173913
728,2,1.0,2170.0,98199,950000.0,43778801.84331797
729,3,1.0,1600.0,98119,1023000.0,63937500.0
730,2,2.5,2803.0,98101,2320000.0,82768462.36175527
731,3,1.5,2120.0,98105,865000.0,40801886.79245283
732,3,2.5,1980.0,98146,675000.0,34090909.09090909
733,3,2.0,1370.0,98103,1270000.0,92700729.9270073
734,1,1.0,723.0,98133,315000.0,43568464.73029046
735,4,1.5,1300.0,98122,975000.0,75000000.0
736,3,2.0,1060.0,98106,599000.0,56509433.96226415
737,1,1.0,531.0,98121,396000.0,74576271.18644068
738,2,1.0,770.0,98106,490000.0,63636363.63636363
739,4,3.0,2470.0,98115,1180000.0,47773279.35222672
740,3,2.5,2260.0,98103,1406000.0,62212389.380530976
741,2,1.5,1120.0,98103,605000.0,54017857.14285714
742,3,3.5,1936.0,98122,1295000.0,66890495.86776859
743,2,2.5,1560.0,98117,730000.0,46794871.79487179
744,2,2.0,1020.0,98118,605000.0,59313725.49019608
745,3,2.0,1100.0,98122,645000.0,58636363.63636363
746,3,2.0,2120.0,98103,1130000.0,53301886.79245283
747,2,2.5,1400.0,98102,1062500.0,75892857.14285715
748,2,2.0,1429.0,98126,855000.0,59832050.384884536
749,3,2.5,1320.0,98117,835000.0,63257575.75757576
750,4,4.5,4790.0,98144,1750000.0,36534446.76409186
751,3,1.0,1070.0,98168,515000.0,48130841.12149533
752,2,2.5,1966.0,98103,1495000.0,76042726.34791455
753,2,2.0,1146.0,98116,675000.0,58900523.56020942
754,3,2.5,1047.0,98144,720000.0,68767908.30945559
755,2,1.5,1760.0,98144,650000.0,36931818.18181818
756,2,2.0,1030.0,98125,826500.0,80242718.44660194
757,3,2.0,1514.0,98107,915000.0,60435931.30779392
758,3,1.5,1520.0,98146,720000.0,47368421.05263158
759,4,3.5,3360.0,98136,1575000.0,46875000.0
760,3,2.0,1910.0,98136,725000.0,37958115.183246076
761,2,2.5,1550.0,98122,1051500.0,67838709.67741935
762,1,1.0,641.0,98122,349000.0,54446177.847113885
763,3,3.0,1190.0,98144,765000.0,64285714.28571428
764,4,2.0,2640.0,98122,700000.0,26515151.515151516
765,2,1.5,938.0,98106,425000.0,45309168.4434968
766,3,3.5,2206.0,98103,1116000.0,50589301.903898455
767,1,1.0,680.0,98104,355000.0,52205882.35294118
768,2,1.0,749.0,98103,489000.0,65287049.399198934
769,2,2.0,1353.0,98115,785000.0,58019216.55580192
770,1,1.0,250.0,98103,159000.0,63600000.0
771,8,4.0,3136.0,98146,1005000.0,32047193.87755102
772,2,2.0,1149.0,98115,730000.0,63533507.39773716
773,1,1.0,861.0,98126,405000.0,47038327.526132405
774,4,2.5,2050.0,98177,805000.0,39268292.682926826
775,2,2.0,1106.0,98109,700000.0,63291139.24050633
776,3,3.5,1930.0,98125,600000.0,31088082.901554406
777,4,3.0,3090.0,98168,210000.0,6796116.504854369
778,3,2.0,2437.0,98118,1275000.0,52318424.29216249
779,2,2.5,1330.0,98105,699950.0,52627819.54887218
780,3,2.0,1680.0,98136,910000.0,54166666.666666664
781,2,2.0,834.0,98115,552450.0,66241007.1942446
782,2,2.0,1112.0,98177,675000.0,60701438.84892087
783,1,1.0,626.0,98115,275000.0,43929712.4600639
784,2,1.0,1230.0,98144,326000.0,26504065.040650405
785,4,2.5,2840.0,98105,1200000.0,42253521.126760565
786,2,1.5,1115.0,98107,745000.0,66816143.497757845
787,4,2.0,2240.0,98106,750000.0,33482142.85714286
788,3,3.0,1687.0,98115,946000.0,56075874.33313575
789,4,3.0,1900.0,98103,1150000.0,60526315.78947368
790,3,3.0,1970.0,98177,1395000.0,70812182.74111675
791,3,2.5,1512.0,98144,760000.0,50264550.26455026
792,1,1.0,696.0,98122,449000.0,64511494.25287356
793,2,1.5,806.0,98106,510000.0,63275434.24317618
794,2,2.0,1319.0,98107,838000.0,63532979.52994693
795,2,1.0,2300.0,98168,525000.0,22826086.95652174
796,2,1.5,1127.0,98102,1008000.0,89440993.78881988
797,4,2.0,2280.0,98168,640000.0,28070175.43859649
798,2,2.0,1120.0,98126,789500.0,70491071.42857143
799,4,3.0,1960.0,98136,1270000.0,64795918.36734694
800,1,1.0,627.0,98101,335000.0,53429027.11323764
801,2,2.0,1228.0,98109,900000.0,73289902.2801303
802,3,2.0,1800.0,98117,1130000.0,62777777.777777776
803,1,1.0,883.0,98119,500000.0,56625141.56285391
804,4,1.0,1190.0,98106,463900.0,38983193.27731092
805,5,5.5,5770.0,98122,5000000.0,86655112.65164645
806,2,2.5,1710.0,98117,875000.0,51169590.64327485
807,2,2.0,968.0,98103,700000.0,72314049.58677685
808,2,1.0,790.0,98178,532500.0,67405063.29113925
809,1,1.0,376.0,98199,1000000.0,265957446.80851063
810,6,5.5,4510.0,98178,2202718.0,48840753.88026608
811,3,2.0,1300.0,98199,1100000.0,84615384.61538461
812,3,3.5,2106.0,98115,1266000.0,60113960.11396012
813,3,2.5,1573.0,98107,1099950.0,69926891.29052766
814,4,2.0,2870.0,98168,703500.0,24512195.12195122
815,4,3.5,4006.0,98199,2940000.0,73389915.12730904
816,2,1.0,1060.0,98108,875000.0,82547169.81132075
817,1,1.0,562.0,98199,285000.0,50711743.772241995
818,3,2.5,1610.0,98199,840000.0,52173913.04347826
819,2,3.0,1212.0,98136,600000.0,49504950.49504951
820,4,2.5,2390.0,98115,1350000.0,56485355.648535565
821,2,1.0,1080.0,98199,950000.0,87962962.96296297
822,2,1.0,1350.0,98126,850000.0,62962962.96296296
823,4,3.5,2795.0,98122,1740000.0,62254025.04472272
824,2,2.0,1369.0,98116,720000.0,52593133.67421476
825,2,1.0,970.0,98103,1075000.0,110824742.26804124
826,3,3.5,1820.0,98122,1250000.0,68681318.68131869
827,3,2.0,1770.0,98168,500000.0,28248587.570621468
828,6,4.0,3280.0,98118,999950.0,30486280.48780488
829,3,1.0,1260.0,98168,440000.0,34920634.92063492
830,4,2.5,1939.0,98107,1025000.0,52862300.15471893
831,1,1.0,610.0,98101,679950.0,111467213.1147541
832,4,3.0,2200.0,98118,874999.0,39772681.81818182
833,3,3.5,3036.0,98121,3250000.0,107048748.35309617
834,3,2.5,1861.0,98121,1395000.0,74959699.08651263
835,3,2.0,1650.0,98126,750000.0,45454545.45454545
836,1,1.0,722.0,98118,299900.0,41537396.12188365
837,3,2.0,1260.0,98133,615000.0,48809523.809523806
838,2,2.5,2714.0,98102,1735000.0,63927781.87177598
839,2,2.0,1020.0,98118,605000.0,59313725.49019608
840,3,3.5,1471.0,98144,799990.0,54384092.45411285
841,3,2.5,1500.0,98119,1023500.0,68233333.33333333
842,2,1.0,1080.0,98118,650000.0,60185185.18518519
843,4,2.5,1544.0,98117,889000.0,57577720.20725389
844,2,2.0,1004.0,98125,320000.0,31872509.96015936
845,4,2.0,1470.0,98118,460000.0,31292517.006802723
846,4,2.0,1680.0,98107,930000.0,55357142.85714286
847,4,2.0,2420.0,98126,948750.0,39204545.45454545
848,4,3.5,2011.0,98136,1130000.0,56190949.77623073
849,2,2.0,896.0,98107,549250.0,61300223.21428572
850,2,2.0,1415.0,98125,445000.0,31448763.250883393
851,2,2.5,840.0,98144,629000.0,74880952.38095239
852,1,1.0,434.0,98102,345000.0,79493087.55760369
853,4,2.5,2730.0,98146,1175000.0,43040293.04029304
854,3,1.5,1350.0,98118,599000.0,44370370.37037037
855,3,3.5,1740.0,98122,840000.0,48275862.06896552
856,3,2.5,1940.0,98118,1140000.0,58762886.59793814
857,4,1.0,1340.0,98144,685000.0,51119402.985074624
858,2,2.0,1110.0,98103,689000.0,62072072.072072074
859,3,2.5,1380.0,98115,613000.0,44420289.85507246
860,3,2.5,1400.0,98136,785000.0,56071428.571428575
861,3,2.0,2110.0,98108,815000.0,38625592.41706161
862,1,1.0,557.0,98102,399950.0,71804308.79712747
863,3,2.0,1830.0,98126,835000.0,45628415.300546445
864,3,2.0,1480.0,98116,780000.0,52702702.7027027
865,3,1.5,1550.0,98133,835000.0,53870967.741935484
866,3,2.0,1670.0,98146,620000.0,37125748.50299401
867,4,2.5,2890.0,98115,1650000.0,57093425.605536334
868,3,3.5,1590.0,98136,820000.0,51572327.04402516
869,1,1.0,630.0,98109,439900.0,69825396.82539682
870,4,2.0,1440.0,98126,760000.0,52777777.777777776
871,3,2.5,2529.0,98122,1650000.0,65243179.12218268
872,3,3.0,1086.0,98144,539950.0,49719152.85451197
873,3,2.0,1565.0,98103,985000.0,62939297.12460064
874,2,2.0,916.0,98121,760000.0,82969432.31441048
875,3,7.0,2190.0,98112,1868000.0,85296803.65296803
876,2,2.0,1400.0,98115,530000.0,37857142.85714286
877,3,3.5,1352.0,98115,886000.0,65532544.37869822
878,4,4.0,2030.0,98115,1349000.0,66453201.97044335
879,3,2.0,1455.0,98117,959822.0,65967147.76632302
880,5,4.0,3240.0,98199,1825000.0,56327160.493827164
881,3,2.0,924.0,98126,422000.0,45670995.67099567
882,2,2.0,1470.0,98115,825000.0,56122448.97959184
883,3,2.0,1758.0,98103,1130000.0,64277588.16837315
884,3,2.5,1830.0,98116,960000.0,52459016.39344262
885,2,1.0,1019.0,98107,640000.0,62806673.20902846
886,4,3.0,2970.0,98102,1950000.0,65656565.65656566
887,3,3.5,1500.0,98103,700000.0,46666666.666666664
888,3,2.0,2020.0,98119,900000.0,44554455.445544556
889,3,3.5,2188.0,98112,1700000.0,77696526.5082267
890,1,1.0,507.0,98101,460000.0,90729783.03747535
891,2,1.5,1131.0,98144,699950.0,61887709.99115827
892,2,2.0,982.0,98122,705000.0,71792260.69246435
893,2,2.0,1889.0,98112,2750000.0,145579671.7840127
894,2,1.0,1440.0,98133,699990.0,48610416.666666664
895,2,2.0,789.0,98107,475000.0,60202788.33967047
896,2,2.0,1131.0,98116,575000.0,50839964.633068085
897,4,3.0,3300.0,98199,1995000.0,60454545.45454545
898,4,2.0,2510.0,98115,1025000.0,40836653.38645418
899,2,2.5,1580.0,98178,1790000.0,113291139.24050634
900,1,2.0,966.0,98121,640000.0,66252587.99171843
901,1,1.0,703.0,98126,350000.0,49786628.73399716
902,2,2.0,1220.0,98118,600000.0,49180327.86885246
903,9,5.0,3590.0,98117,1100400.0,30651810.584958218
904,6,5.5,4299.0,98115,3300000.0,76762037.68318214
905,1,1.0,900.0,98105,369950.0,41105555.55555555
906,3,2.5,1260.0,98117,750000.0,59523809.52380952
907,2,2.5,1048.0,98115,760000.0,72519083.96946564
908,4,1.0,1470.0,98125,699999.0,47618979.591836736
909,1,1.0,1113.0,98102,595000.0,53459119.49685535
910,2,2.0,1570.0,98103,715000.0,45541401.27388535
911,3,2.5,2740.0,98117,1375000.0,50182481.75182482
912,2,2.5,1470.0,98103,885000.0,60204081.63265306
913,4,2.0,1710.0,98118,685000.0,40058479.53216374
914,3,2.5,1580.0,98103,1095000.0,69303797.46835443
915,2,1.0,800.0,98125,550000.0,68750000.0
916,3,1.0,980.0,98103,500000.0,51020408.1632653
917,5,3.5,3700.0,98122,2075000.0,56081081.08108108
918,4,2.0,2352.0,98199,1450000.0,61649659.86394558
919,3,3.0,2320.0,98125,675000.0,29094827.586206898
920,2,2.0,1503.0,98108,729000.0,48502994.01197605
921,4,5.5,2410.0,98146,1500000.0,62240663.900414936
922,2,1.5,950.0,98103,1270000.0,133684210.5263158
923,3,1.5,1640.0,98103,1060000.0,64634146.34146342
924,3,1.5,2440.0,98112,1400000.0,57377049.18032787
925,1,1.0,594.0,98105,405000.0,68181818.18181819
926,4,2.0,1480.0,98118,665000.0,44932432.432432435
927,3,2.5,1220.0,98118,618000.0,50655737.704918034
928,3,2.0,2740.0,98177,1305000.0,47627737.226277374
929,3,3.0,2160.0,98118,1300000.0,60185185.18518519
930,2,2.0,1400.0,98199,850000.0,60714285.71428572
931,3,2.5,2650.0,98136,1112000.0,41962264.1509434
932,2,2.0,2735.0,98121,871000.0,31846435.100548446
933,1,1.0,750.0,98116,420000.0,56000000.0
934,2,1.0,1201.0,98126,605000.0,50374687.76019983
935,6,6.0,3488.0,98103,1225000.0,35120412.8440367
936,4,2.0,1742.0,98105,781000.0,44833524.684270956
937,4,2.0,2390.0,98105,1195000.0,50000000.0
938,3,1.0,4018.0,98122,517500.0,12879542.06072673
939,3,3.5,1530.0,98117,1089000.0,71176470.58823529
940,1,1.0,600.0,98112,370000.0,61666666.666666664
941,5,3.5,3340.0,98112,2500000.0,74850299.4011976
942,2,1.0,2060.0,98106,525000.0,25485436.893203884
943,3,2.5,1650.0,98106,675000.0,40909090.90909091
944,1,1.0,640.0,98144,497000.0,77656250.0
945,2,2.0,1106.0,98109,1470000.0,132911392.40506329
946,2,2.0,1200.0,98199,519000.0,43250000.0
947,3,2.5,1390.0,98126,575000.0,41366906.474820144
948,3,2.0,1759.0,98116,890000.0,50596930.07390563
949,2,1.5,1690.0,98118,779000.0,46094674.55621302
950,4,3.5,2191.0,98103,1394600.0,63651300.775901414
951,3,2.5,1380.0,98144,655000.0,47463768.11594203
952,2,2.0,877.0,98115,415000.0,47320410.49030787
953,5,4.0,2754.0,98126,956000.0,34713144.517066084
954,3,2.0,2770.0,98115,700000.0,25270758.12274368
955,1,1.0,515.0,98116,309000.0,60000000.0
956,3,2.0,2029.0,98115,685000.0,33760473.13947757
957,4,3.0,2560.0,98115,890000.0,34765625.0
958,5,3.5,2966.0,98126,1263500.0,42599460.552933246
959,3,2.5,1763.0,98117,1135000.0,64378899.602949515
960,3,2.5,1550.0,98116,1350000.0,87096774.19354838
961,2,1.0,830.0,98177,645000.0,77710843.37349397
